WristFE;1;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;-1,0.2,1.5,0.3;0,0,0,0;0,0,0,0;
Grasp;1;1,0.2,1.5,0.3;1,0.2,1.5,0.3;1,0.2,1.5,0.3;1,0.2,1.5,0.3;1,0.2,1.5,0.3;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
WristFE;1;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;-1,0.2,1.5,0.3;0,0,0,0;0,0,0,0;
Grasp;1;1,0.2,1.5,0.3;1,0.2,1.5,0.3;1,0.2,1.5,0.3;1,0.2,1.5,0.3;1,0.2,1.5,0.3;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
Grasp;1;-1,0.2,1.5,0.3;-1,0.2,1.5,0.3;-1,0.2,1.5,0.3;-1,0.2,1.5,0.3;-1,0.2,1.5,0.3;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
WristPS;1;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;1,0.2,1.5,0.3;
WristFE;1;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;1,0.2,1.5,0.3;0,0,0,0;0,0,0,0;
IndexFE;1;0,0,0,0;-1,0.2,1.5,0.3;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
WristFE;1;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;1,0.2,1.5,0.3;0,0,0,0;0,0,0,0;
Grasp;1;1,0.2,1.5,0.3;1,0.2,1.5,0.3;1,0.2,1.5,0.3;1,0.2,1.5,0.3;1,0.2,1.5,0.3;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
ThumbIndPinch;1;1,0.2,1.5,0.3;1,0.2,1.5,0.3;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
MiddleFE;1;0,0,0,0;0,0,0,0;-1,0.2,1.5,0.3;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
WristFE;1;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;1,0.2,1.5,0.3;0,0,0,0;0,0,0,0;
Grasp;1;-1,0.2,1.5,0.3;-1,0.2,1.5,0.3;-1,0.2,1.5,0.3;-1,0.2,1.5,0.3;-1,0.2,1.5,0.3;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
IndexFE;1;0,0,0,0;1,0.2,1.5,0.3;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
ThumbFE;1;1,0.2,1.5,0.3;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
ThumbIndPinch;1;1,0.2,1.5,0.3;1,0.2,1.5,0.3;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
WristFE;1;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;-1,0.2,1.5,0.3;0,0,0,0;0,0,0,0;
MiddleFE;1;0,0,0,0;0,0,0,0;1,0.2,1.5,0.3;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
WristPS;1;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;-1,0.2,1.5,0.3;
ThumbFE;1;-1,0.2,1.5,0.3;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
MiddleFE;1;0,0,0,0;0,0,0,0;-1,0.2,1.5,0.3;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
ThumbIndPinch;1;1,0.2,1.5,0.3;1,0.2,1.5,0.3;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
ThumbIndPinch;1;-1,0.2,1.5,0.3;-1,0.2,1.5,0.3;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
MiddleFE;1;0,0,0,0;0,0,0,0;-1,0.2,1.5,0.3;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
